name_code,kingdom,kingdom_c,phylum,phylum_c,class,class_c,order,order_c,family,family_c,genus,genus_c,name,species,infraspecies_marker,infraspecies,infraspecies2_marker,infraspecies2,author,author2,common_name_c,is_alien,is_invasive,is_cultivated,is_endemic,cites_code,iucn_code,coa_code
203030,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Aeschynomene,,Aeschynomene indica,indica,,,,,L.,,合萌;山岩黃耆,1,0,0,,,LC,
442400,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Sapindaceae,無患子科,Aesculus,,Aesculus hippocastanum,hippocastanum,,,,,L.,,歐洲七葉樹,1,0,1,,,VU,
442786,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Gentianales,龍膽目,Apocynaceae,夾竹桃科,Aganosma,,Aganosma calycina,calycina,,,,,A.DC.,,香花藤,1,0,1,,,,
418393,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Agapanthus,,Agapanthus africanus,africanus,,,,,(L.) Hoffmanns.,,百子蓮,1,0,1,,,,
417949,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Psittaciformes,鸚形目,Psittacidae,鸚鵡科,Agapornis,,Agapornis roseicollis,roseicollis,,,,,"(Vieillot, 1818)",,桃臉情侶鸚鵡,1,0,1,,,LC,
417973,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Lamiaceae,唇形科,Agastache,,Agastache foeniculum,foeniculum,,,,,(Pursh) Kuntze,,茴藿香,1,0,1,,,,
441462,Plantae,植物界,Tracheophyta,維管束植物門,Pinopsida,松綱,Araucariales,南洋杉目,Araucariaceae,南洋杉科,Agathis,,Agathis alba,alba,,,,,Foxw.,,菲律賓貝殼杉,1,0,1,,,,
433637,Plantae,植物界,Tracheophyta,維管束植物門,Pinopsida,松綱,Araucariales,南洋杉目,Araucariaceae,南洋杉科,Agathis,,Agathis dammara,dammara,,,,,(Lamb.) Rich. &amp; A. Rich.,,貝殼杉,1,0,1,,,VU,
441463,Plantae,植物界,Tracheophyta,維管束植物門,Pinopsida,松綱,Araucariales,南洋杉目,Araucariaceae,南洋杉科,Agathis,,Agathis robusta,robusta,,,,,(C.Moore) F.Mueller,,大果貝殼杉,1,0,1,,,LC,
418269,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave americana,americana,,,,,L.,,龍舌蘭,1,0,0,,,LC,
425366,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave angustifolia Marginata,angustifolia,cv.,Marginata,,,Haw.,,白緣龍舌蘭;白緣萬年麻,1,0,0,,,LC,
441798,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave angustissima,angustissima,,,,,Engelm,,線葉龍舌蘭,1,0,1,,,,
441799,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave attenuata,attenuata,,,,,Salm-Dyck,,翠綠龍舌蘭,1,0,1,,,LC,
441800,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave decipiens,decipiens,,,,,Baker,,三角龍舌蘭,1,0,1,,,VU,
441801,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave echinoidesJ,echinoidesJ,,,,,acobi,,龍鬚蘭,1,0,1,,,,
441802,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave ferdinandi-regis,ferdinandi-regis,,,,,Berger,,流星龍舌蘭,1,0,1,,,,
418095,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave filifera,filifera,,,,,Salm-Dyck,,絲蘭,1,0,1,,,LC,
201751,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave fourcroydes,fourcroydes,,,,,Lem.,,黃條龍舌蘭,1,0,0,,,,
441803,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave schidigera,schidigera,,,,,Lem.,,老翁龍舌蘭,1,0,1,,,LC,
201752,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave sisalana,sisalana,,,,,Perrine ex Engelm.,,西沙爾瓊麻;衿麻;瓊麻;劍麻,1,0,0,,,,
418061,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave univittata,univittata,,,,,Haw.,,單帶龍舌蘭,1,0,1,,,LC,
441804,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asparagaceae,天門冬科,Agave,,Agave victoriae-reginae,victoriae-reginae,,,,,Moore,,厚葉龍舌蘭,1,0,1,,,LC,
202355,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ageratina,,Ageratina adenophora,adenophora,,,,,(Spreng.) R.M. King &amp; H. Rob.,,假藿香薊;紫莖澤蘭,1,0,0,,,,
426849,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ageratina,,Ageratina riparia,riparia,,,,,(Regel) R.M. King &amp; H. Rob.,,澤假藿香薊,1,0,0,,,,
202356,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Ageratum,,Ageratum conyzoides,conyzoides,,,,,L.,,藿香薊,1,0,0,,,,
418250,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Meliaceae,楝科,Aglaia,,Aglaia odorata,odorata,,,,,Lour.,,樹蘭;珠蘭,1,0,0,,,NT,
407353,Animalia,動物界,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Candonidae,玻璃介科,Aglaiocypris,,Aglaiocypris shengmuna,shengmuna,,,,,Hu et Tao,,神木紅花介,1,0,0,,,,
407352,Animalia,動物界,Arthropoda,節肢動物門,Ostracoda,介形蟲綱,Podocopida,速足介目,Candonidae,玻璃介科,Aglaiocypris,,Aglaiocypris tangkui,tangkui,,,,,Hu et Tao,,黨錮紅花介,1,0,0,,,,
417906,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema commutatum elegans,commutatum,var.,elegans,,,Schott,(Engl.) Nicolson,美麗粗肋草,1,0,1,,,,
417638,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema costatum,costatum,,,,,N.E. Br.,,心葉粗肋草,1,0,1,,,,
417709,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema crispum,crispum,,,,,(Pitcher &amp; Manda) Nicolson,,白雪粗肋草,1,0,1,,,,
418028,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema modestum,modestum,,,,,Schott ex Engl.,,粗肋草;廣東粗肋草,1,0,1,,,,
418225,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema nitidum curtisii,nitidum,f.,curtisii,,,(Jacq.) Kunth,(N. E. Br.) Nicolson,箭羽粗肋草,1,0,1,,,,
441541,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema pictum,pictum,,,,,(Roxb.) Kunth,,絨葉粗肋草,1,0,1,,,,
441542,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema rotundum,rotundum,,,,,N.E.Br.,,圓葉粗肋草,1,0,1,,,,
441543,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema siamense,siamense,,,,,Engl.,,白肋粗肋草,1,0,1,,,,
441544,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Aglaonema,,Aglaonema simplex,simplex,,,,,Blume,,常青粗肋草,1,0,1,,,LC,
400884,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Agrostis,,Agrostis avenacea,avenacea,,,,,J.F. Gmel.,,類燕麥翦股穎,1,0,0,,,,
424255,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Agrostis,,Agrostis compressus,compressus,,,,,(Sw.) Beauv.,,地毯草,1,0,0,,,,
400886,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Agrostis,,Agrostis stolonifera,stolonifera,,,,,L.,,匍匐翦股穎;西伯利亞翦股穎,1,0,0,,,LC,
441852,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Arecales,棕櫚目,Arecaceae,棕櫚科,Aiphanes,,Aiphanes erosa,erosa,,,,,Lindl.,,鋸齒刺孔雀椰子,1,0,1,,,,
441851,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Arecales,棕櫚目,Arecaceae,棕櫚科,Aiphanes,,Aiphanes horrida,horrida,,,,,(Jacq.) Burret,,刺孔雀椰子,1,0,1,,,,
432356,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Anseriformes,雁形目,Anatidae,雁鴨科,Aix,,Aix sponsa,sponsa,,,,,"(Linnaeus, 1758)",,林鴛鴦;美洲鴛鴦;美洲木鴨,1,0,0,,,LC,
203470,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Lamiaceae,唇形科,Ajuga,,Ajuga decumbens,decumbens,,,,,Thunb.,,匍伏筋骨草,1,0,0,,,,
442073,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia acle,acle,,,,,(Blanco) Merr.,,阿克列合歡,1,0,1,,,,
442074,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia amara,amara,,,,,(Roxb.) Boiv.,,阿馬拉合歡,1,0,1,,,LC,
442075,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia chinensis,chinensis,,,,,Merr.,,盈樹,1,0,1,,,,
433270,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia falcata,falcata,,,,,(L.) Backer ex Merr.,,摩鹿加合歡;南洋合歡;麻六甲合歡;南洋楹,1,0,0,,,,
442077,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia harveyi,harveyi,,,,,Fourn.,,哈貝合歡,1,0,1,,,LC,
203033,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia lebbeck,lebbeck,,,,,(L.) Benth.,,大葉合歡;緬甸合歡,1,0,0,,,LC,
442078,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia longipedata,longipedata,,,,,Britton &amp; Rose ex Record,,長合歡,1,0,1,,,,
442079,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Albizia,,Albizia lucida,lucida,,,,,Benth.,,光葉合歡,1,0,1,,,,
433688,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malvales,錦葵目,Malvaceae,錦葵科,Alcea,,Alcea rosea,rosea,,,,,L.,,蜀葵,1,0,1,,,,
442299,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Euphorbiaceae,大戟科,Aleurites,,Aleurites cordata,cordata,,,,,Steud.,,罌子桐,1,0,1,,,,
433878,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Euphorbiaceae,大戟科,Aleurites,,Aleurites moluccanus,moluccanus,,,,,(L.) Willd.,,石栗;油桃,1,0,1,,,LC,
442300,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Euphorbiaceae,大戟科,Aleurites,,Aleurites trisperma,trisperma,,,,,Blanco,,菲律賓油桐,1,0,1,,,,
418041,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Gentianales,龍膽目,Apocynaceae,夾竹桃科,Allamanda,,Allamanda cathartica,cathartica,,,,,L.,,軟枝黃蟬,1,0,1,,,,
442772,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Gentianales,龍膽目,Apocynaceae,夾竹桃科,Allamanda,,Allamanda neriifolia,neriifolia,,,,,Hook.,,小花黃蟬,1,0,1,,,,
417615,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium ascalonicum,ascalonicum,,,,,L.,,分蔥,1,0,1,,,,
417845,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium cepa,cepa,,,,,L.,,洋蔥,1,0,1,,,,
418290,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium chinense,chinense,,,,,G. Don,,薤;麗韭,1,0,1,,,LC,
418232,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium fistulosum,fistulosum,,,,,L.,,蔥;長喙韭,1,0,1,,,,
418215,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium hookeri,hookeri,,,,,Thwaites,,寬葉韭,1,0,1,,,,
441771,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium porrum,porrum,,,,,L.,,韭蔥,1,0,1,,,,
441772,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium rosenbachianum,rosenbachianum,,,,,Regel,,繡球蔥,1,0,1,,,,
417588,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium sativum,sativum,,,,,L.,,大蒜,1,0,1,,,,
418030,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium schoenoprasum,schoenoprasum,,,,,L.,,細香蔥,1,0,1,,,LC,
417917,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium tuberosum,tuberosum,,,,,Rottler ex Spreng.,,韭菜,1,0,1,,,,
441773,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Amaryllidaceae,石蒜科,Allium,,Allium victorialis,victorialis,,,,,L.,,茖蔥,1,0,1,,,,
442514,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Allmania,,Allmania nodiflora,nodiflora,,,,,(L.) R.Br.,,砂莧,1,0,1,,,,
430500,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fagales,殼斗目,Betulaceae,樺木科,Alnus,,Alnus nepalensis,nepalensis,,,,,D. Don,,尼泊爾赤楊,1,0,0,,,LC,
441552,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia chantrieri,chantrieri,,,,,Andre,,大齒觀音蓮,1,0,1,,,,
441545,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia cuprea,cuprea,,,,,(Koch &amp; Bouche) Koch,,龜甲觀音蓮,1,0,1,,,,
441546,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia korthalsii,korthalsii,,,,,Schott,,銀脈觀音蓮,1,0,1,,,,
441547,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia longiloba,longiloba,,,,,Miq.,,大葉觀音蓮,1,0,1,,,,
441548,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia putzeysi,putzeysi,,,,,N.E.Br.,,波緣觀音蓮,1,0,1,,,,
441549,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia sanderiana,sanderiana,,,,,Bull.,,美葉觀音蓮,1,0,1,,,CR,
441553,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia sedenii,sedenii,,,,,Veitch,,亮葉觀音蓮,1,0,1,,,,
441550,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia watsoniana,watsoniana,,,,,Veitch,,大王觀音蓮,1,0,1,,,,
441551,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia wentii,wentii,,,,,Engl. &amp; Krause,,盾葉觀音蓮,1,0,1,,,,
441554,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Alocasia,,Alocasia zebrina,zebrina,,,,,Koch &amp; Veitch,,虎斑觀音蓮,1,0,1,,,,
425256,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe arborescens,arborescens,,,,,Mill.,,樹蘆薈,1,0,0,,,LC,
425248,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe aristata,aristata,,,,,Haw.,,長鬚廬薈,1,0,0,,,,
425254,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe brevifolia,brevifolia,,,,,Mill.,,短葉蘆薈,1,0,0,,,,
425249,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe ferox,ferox,,,,,Mill.,,青鰐蘆薈,1,0,0,,,,
425253,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe humilis,humilis,,,,,Mill.,,章魚蘆薈,1,0,0,,,,
425247,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe humilis echinata,humilis,var.,echinata,,,(L.) Mill.,(Willd.) Baker,芒刺蘆薈,1,0,0,,,,
425257,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe juvenna,juvenna,,,,,Brandham &amp; S. Carter,,翡翠殿,1,0,0,,,,
425252,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe karasbergensis,karasbergensis,,,,,Pillans,,細紋蘆薈,1,0,0,,,,
425246,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe millotii,millotii,,,,,Reynolds,,曲葉蘆薈,1,0,0,,,LC,
425251,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe plicatilis,plicatilis,,,,,(L.) Burm. f.,,重塔盧薈,1,0,0,,,,
425242,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe saponaria,saponaria,,,,,Haw.,,皂蘆薈;明鱗錦,1,0,0,,,,
425255,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe saponaria latifolia,saponaria,var.,latifolia,,,(Ait.) Haw.,Haw.,廣葉蘆薈,1,0,0,,,,
425250,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe striata,striata,,,,,Haw.,,珊瑚蘆薈,1,0,0,,,LC,
425244,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe variegata,variegata,,,,,L.,,十錦蘆薈,1,0,0,,,,
425245,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe variegata ausana,variegata,f.,ausana,,,L.,(Dietr.) Berger,大十錦蘆薈,1,0,0,,,,
425243,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe vera,vera,,,,,(L.) Burm. f.,,吉拉索蘆薈,1,0,0,,,,
418325,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Asphodelaceae,阿福花科,Aloe,,Aloe vera chinensis,vera,var.,chinensis,,,(L.) Webb.,(Haw.) A. Berger,蘆薈,1,0,1,,,,
201391,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Alopecurus,,Alopecurus myosuroides,myosuroides,,,,,Huds.,,大穗看麥娘,1,0,0,,,,
400887,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Alopecurus,,Alopecurus pratensis,pratensis,,,,,L.,,原野看麥娘;大看麥娘,1,0,0,,,,
418335,Animalia,動物界,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Alpheidae,槍蝦科,Alpheus,,Alpheus randalli,randalli,,,,,"Banner &amp; Banner, 1980",,蘭道氏槍蝦,1,0,0,,,,
202266,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Zingiberaceae,薑科,Alpinia,,Alpinia galanga,galanga,,,,,(L.) Willd.,,高良薑;紅荳蔻;良薑;大良薑;蠻薑;南薑,1,0,0,,,,
417864,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Zingiberaceae,薑科,Alpinia,,Alpinia purpurata,purpurata,,,,,(Vieill.) K. Schum.,,紅花月桃,1,0,1,,,,
418134,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Gentianales,龍膽目,Apocynaceae,夾竹桃科,Alstonia,,Alstonia scholaris,scholaris,,,,,(L.) R. Br.,,黑板樹;糖膠樹,1,0,0,,,LC,
441318,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Liliales,百合目,Alstroemeriaceae,扭柄葉科,Alstroemeria,,Alstroemeria aurantiaca,aurantiaca,,,,,D.Don,,百合水仙,1,0,1,,,,
202669,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera bettzickiana,bettzickiana,,,,,(Regel) G. Nicholson,,毛蓮子草,1,0,0,,,,
443242,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera dentata 'Red Marble',dentata 'Red Marble',,,,,,,紅龍草,1,0,1,,,,
442512,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera ficoidea,ficoidea,,,,,(L.) P.Beauv.,,法國莧,1,0,1,,,,
202670,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera paronychioides,paronychioides,,,,,A. St.-Hil.,,匙葉蓮子草,1,0,0,,,,
202671,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera philoxeroides,philoxeroides,,,,,(Mart.) Griseb.,,空心蓮子草;長梗滿天星,1,0,0,,,,
418163,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera reineckii,reineckii,,,,,Briq.,,瑞氏蓮子草,1,0,0,,,,
202672,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Amaranthaceae,莧科,Alternanthera,,Alternanthera sessilis,sessilis,,,,,(L.) R. Br. ex DC.,,蓮子草,1,0,0,,,LC,
