name_code,kingdom,kingdom_c,phylum,phylum_c,class,class_c,order,order_c,family,family_c,genus,genus_c,name,species,infraspecies_marker,infraspecies,infraspecies2_marker,infraspecies2,author,author2,common_name_c,is_alien,is_invasive,is_cultivated,is_endemic,cites_code,iucn_code,coa_code
442601,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria denudata,denudata,,,,,(Engelm.) Berger,,光輝仙人球,1,0,1,,,,
442602,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria elongata,elongata,,,,,DC.,,金星仙人球,1,0,1,,,LC,
442603,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria fasciculata,fasciculata,,,,,Engelm.,,叢立仙人球,1,0,1,,,,
442604,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria hahniana,hahniana,,,,,Werd.,,玉仙人球,1,0,1,,,NT,
442605,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria harborii,harborii,,,,,Werd.,,香仙人球,1,0,1,,,,
442606,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria kunzeana,kunzeana,,,,,Bod. &amp; Quehl,,端紅仙人球,1,0,1,,,,
442607,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria lanata,lanata,,,,,(Britton &amp; Rose) Orcutt,,多毛仙人球,1,0,1,,,,
442608,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria mazatlanensis,mazatlanensis,,,,,Schum.,,紅刺仙人球,1,0,1,,,LC,
442609,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria nejapensis,nejapensis,,,,,Craig &amp; Daws,,綿毛仙人球,1,0,1,,,,
442610,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria parkinsonii,parkinsonii,,,,,Ehrenb.,,白劍仙人球,1,0,1,,,EN,
442611,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria perbella,perbella,,,,,Hildm. ex Schum.,,美麗仙人球,1,0,1,,,VU,
442612,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria plumosa,plumosa,,,,,Weber,,羽刺仙人球,1,0,1,,,NT,
442613,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria prolifera,prolifera,,,,,(Mill.) Haw.,,多子仙人球,1,0,1,,,LC,
442614,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria rhodantha,rhodantha,,,,,Link &amp; Otto,,絨仙人球,1,0,1,,,LC,
442615,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria subangularis,subangularis,,,,,DC.,,白龍仙人球,1,0,1,,,,
442616,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria surculosa,surculosa,,,,,Bod.,,麒麟仙人球,1,0,1,,,EN,
442617,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mammillaria,,Mammillaria woburnensis,woburnensis,,,,,Scheer,,金剛仙人球,1,0,1,,,,
418294,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Anacardiaceae,漆樹科,Mangifera,,Mangifera indica,indica,,,,,L.,,檬果;芒果,1,0,0,,,DD,
418249,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Euphorbiaceae,大戟科,Manihot,,Manihot esculenta,esculenta,,,,,Crantz,,樹薯;木薯;樹番薯;番薯樹,1,0,0,,,,
442310,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malpighiales,黃褥花目,Euphorbiaceae,大戟科,Manihot,,Manihot glaziovii,glaziovii,,,,,Muell.-Arg.,,薩拉橡膠樹,1,0,1,,,LC,
442714,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Ericales,杜鵑花目,Sapotaceae,山欖科,Manilkara,,Manilkara kauki,kauki,,,,,(L.) Dubard,,猿喜果,1,0,1,,,,
418406,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Ericales,杜鵑花目,Sapotaceae,山欖科,Manilkara,,Manilkara zapota,zapota,,,,,(L.) P. Royen,,人心果;吳鳳柿,1,0,1,,,LC,
442900,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Bignoniaceae,紫葳科,Mansoa,,Mansoa alliacea,alliacea,,,,,(Lam.) A.H.Gentry,,蒜香藤,1,0,1,,,,
418350,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Marantaceae,竹芋科,Maranta,,Maranta arundinacea,arundinacea,,,,,L.,,竹芋;葛鬱金,1,0,1,,,,
417977,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Marantaceae,竹芋科,Maranta,,Maranta leuconeura massangeana,leuconeura,var.,massangeana,,,Morr.,(E. Morren) Planch.,豹紋竹芋,1,0,1,,,,
442670,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Marginatocereus,,Marginatocereus marginatus,marginatus,,,,,(DC.) Backbg.,,望雲柱,1,0,1,,,,
444095,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Mesogastropoda,中腹足目,Ampullariidae,蘋果螺科,Marisa,,Marisa cornuarietis,cornuarietis,,,,,"(Linnaeus, 1758)",,大羊角螺,1,0,1,,,,
418383,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Matricaria,,Matricaria discoidea,discoidea,,,,,DC.,,同花母菊,1,0,0,,,,
400931,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Matricaria,,Matricaria matricarioides,matricarioides,,,,,(Less.) Porter ex Britton,,同花母菊,1,0,0,,,,
442478,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Brassicales,十字花目,Brassicaceae,十字花科,Matthiola,,Matthiola incana,incana,,,,,(L.) Br.,,紫羅蘭,1,0,1,,,,
417641,Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Testudines,龜鱉目,Geoemydidae,地龜科,Mauremys,,Mauremys japonica,japonica,,,,,TEMMINCK &amp; SCHLEGEL 1835,,日本石龜,1,0,0,,,NT,II
400872,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Plantaginaceae,車前科,Mecardonia,,Mecardonia procumbens,procumbens,,,,,(Mill.) Small,,黃花過長沙舅,1,0,0,,,,
426645,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Medicago,,Medicago arabica,arabica,,,,,(L.) Huds.,,褐斑苜蓿,1,0,0,,,,
442133,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Medicago,,Medicago falcata,falcata,,,,,L.,,黃花苜蓿,1,0,1,,,,
203183,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Medicago,,Medicago lupulina,lupulina,,,,,L.,,天藍苜蓿,1,0,0,,,,
203184,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Medicago,,Medicago polymorpha,polymorpha,,,,,L.,,苜蓿,1,0,0,,,,
203185,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Medicago,,Medicago sativa,sativa,,,,,L.,,紫苜蓿,1,0,0,,,LC,
442385,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Melastomataceae,野牡丹科,Medinilla,,Medinilla magnifica,magnifica,,,,,Lindley,,寶蓮花,1,0,1,,,,
442671,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Cactaceae,仙人掌科,Mediolobivia,,Mediolobivia schmiedcheniana,schmiedcheniana,,,,,(Kohl.) Krainz,,金笠仙人球,1,0,1,,,,
433387,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Myrtaceae,桃金孃科,Melaleuca,,Melaleuca alternifolia,alternifolia,,,,,Cheel,,澳洲茶樹,1,0,1,,,,
435170,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Myrtaceae,桃金孃科,Melaleuca,,Melaleuca cajuputi cumingiana,cajuputi,subsp.,cumingiana,,,Maton &amp; Sm. ex R. Powell,(Turcz.) Barlow,白千層,1,0,0,,,,
442366,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Myrtaceae,桃金孃科,Melaleuca,,Melaleuca linariifolia,linariifolia,,,,,Smith,,狹葉白千層,1,0,1,,,LC,
418117,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Melampodium,,Melampodium divaricatum,divaricatum,,,,,(Rich.) DC.,,黃帝菊,1,0,1,,,,
442398,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Anacardiaceae,漆樹科,Melanorrhoea,,Melanorrhoea laccifera,laccifera,,,,,Pierre,,高棉漆,1,0,1,,,,
435129,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asterales,菊目,Asteraceae,菊科,Melanthera,,Melanthera nivea,nivea,,,,,(L.) Small,,方莖鹵地菊,1,0,0,,,,
443038,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Melastomataceae,野牡丹科,Melastoma,,Melastoma dodecandrum,dodecandrum,,,,,Lour.,,地稔,1,0,1,,,LC,
442428,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Meliaceae,楝科,Melia,,Melia dubia,dubia,,,,,Cav.,,南嶺楝樹,1,0,1,,,,
442403,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Sapindaceae,無患子科,Melicoccus,,Melicoccus bijugatus,bijugatus,,,,,Jacq.,,蜜果,1,0,1,,,LC,
442134,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Melilotus,,Melilotus albus,albus,,,,,Medik.,,白花草木樨,1,0,1,,,,
203186,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Melilotus,,Melilotus indicus,indicus,,,,,(L.) All.,,印度草木樨,1,0,0,,,,
203187,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Melilotus,,Melilotus officinalis,officinalis,,,,,(L.) Lam.,,黃香草木樨,1,0,0,,,,
201578,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Melinis,,Melinis minutiflora,minutiflora,,,,,P. Beauv.,,糖蜜草,1,0,0,,,,
417928,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Lamiaceae,唇形科,Melissa,,Melissa officinalis,officinalis,,,,,L.,,香蜂草,1,0,1,,,,
443095,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Psittaciformes,鸚形目,Psittaculidae,老套鸚鵡科,Melopsittacus,,Melopsittacus undulatus,undulatus,,,,,"Shaw, 1805",,虎皮鸚鵡,1,0,1,,,LC,
204971,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Cucurbitales,瓜目,Cucurbitaceae,葫蘆科,Melothria,,Melothria pendula,pendula,,,,,L.,,垂瓜果,1,0,0,,,,
442386,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Melastomataceae,野牡丹科,Memecylon,,Memecylon caeruleum,caeruleum,,,,,Jack.,,美錫蘭樹,1,0,1,,,,
442387,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Myrtales,桃金孃目,Melastomataceae,野牡丹科,Memecylon,,Memecylon nigrescens,nigrescens,,,,,Hook. &amp; Arn.,,黑葉谷木,1,0,1,,,,
418284,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Lamiaceae,唇形科,Mentha,,Mentha arvensis piperascens,arvensis,subsp.,piperascens,,,L.,(Malinv. ex Holmes) H. Hara,日本薄荷;薄荷,1,0,0,,,,
313905,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Venerida,簾蛤目,Veneridae,簾蛤科,Meretrix,,Meretrix lyrata,lyrata,,,,,"(Sowerby, 1851)",,皺肋文蛤,1,0,0,,,,
313906,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Venerida,簾蛤目,Veneridae,簾蛤科,Meretrix,,Meretrix meretrix,meretrix,,,,,"(Linnaeus, 1758)",,臺灣文蛤;台灣文蛤,1,0,0,,,,
442802,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Solanales,茄目,Convolvulaceae,旋花科,Merremia,,Merremia aegyptia,aegyptia,,,,,(L.) Urb.,,毛木玫瑰,1,0,1,,,,
204699,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Solanales,茄目,Convolvulaceae,旋花科,Merremia,,Merremia gemella,gemella,,,,,(Burm. f.) Hallier f.,,菜欒藤,1,0,0,,,,
442525,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Aizoaceae,番杏科,Mesembryanthemum,,Mesembryanthemum cordifolium,cordifolium,,,,,L.,,花藤草,1,0,1,,,,
442526,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Aizoaceae,番杏科,Mesembryanthemum,,Mesembryanthemum lingueforme,lingueforme,,,,,Haw.,,菊蓮華,1,0,1,,,,
442529,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Aizoaceae,番杏科,Mesembryanthemum,,Mesembryanthemum stellatum,stellatum,,,,,Mill.,,仙人掌松葉菊,1,0,1,,,,
442530,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Aizoaceae,番杏科,Mesembryanthemum,,Mesembryanthemum violaceum,violaceum,,,,,DC.,,紫花松葉菊,1,0,1,,,,
402706,Animalia,動物界,Annelida,環節動物門,Clitellata,環帶綱,Crassiclitellata,厚環帶目,Megascolecidae,巨蚓科,Metaphire,,Metaphire californica,californica,,,,,"(Kinberg, 1867)",,加州腔環蚓,1,0,0,,,,
402710,Animalia,動物界,Annelida,環節動物門,Clitellata,環帶綱,Crassiclitellata,厚環帶目,Megascolecidae,巨蚓科,Metaphire,,Metaphire houlleti,houlleti,,,,,"(Perrier, 1872)",,霍氏腔環蚓,1,0,0,,,,
402714,Animalia,動物界,Annelida,環節動物門,Clitellata,環帶綱,Crassiclitellata,厚環帶目,Megascolecidae,巨蚓科,Metaphire,,Metaphire posthuma,posthuma,,,,,"(Vaillant, 1869)",,土後腔環蚓,1,0,0,,,,
402716,Animalia,動物界,Annelida,環節動物門,Clitellata,環帶綱,Crassiclitellata,厚環帶目,Megascolecidae,巨蚓科,Metaphire,,Metaphire schmardae schmardae,schmardae,subsp.,schmardae,,,"(Horst, 1883)",,舒氏腔環蚓,1,0,0,,,,
433641,Plantae,植物界,Tracheophyta,維管束植物門,Pinopsida,松綱,Cupressales,柏目,Cupressaceae,柏科,Metasequoia,,Metasequoia glyptostroboides,glyptostroboides,,,,,H.H. Hu &amp; W.C. Cheng,,水杉,1,0,1,,,EN,
442163,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mezoneurum,,Mezoneurum cucullatum,cucullatum,,,,,Wight &amp; Arn.,,印度見血飛,1,0,1,,,,
442164,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mezoneurum,,Mezoneurum sumatranum,sumatranum,,,,,Wight &amp; Arn.,,蘇門答臘見血飛,1,0,1,,,,
441528,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Magnoliales,木蘭目,Magnoliaceae,木蘭科,Michelia,,Michelia pilifera,pilifera,,,,,Bakh.,,南洋含笑花,1,0,1,,,,
433392,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Linderniaceae,母草科,Micranthemum,,Micranthemum callitrichoides,callitrichoides,,,,,(Griseb.) C. Wright,,迷你矮珍珠,1,0,1,,,,
433393,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Lamiales,唇形目,Linderniaceae,母草科,Micranthemum,,Micranthemum micranthemoides,micranthemoides,,,,,(Nutt.) Wettst.,,小蕊珍珠草,1,0,0,,,,
442425,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Sapindales,無患子目,Rutaceae,芸香科,Microcitrus,,Microcitrus australasica,australasica,,,,,Swingle,,澳洲小柚,1,0,1,,,,
426749,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Microstegium,,Microstegium fasciculatum,fasciculatum,,,,,(L.) Henrard,,蔓生莠竹,1,0,0,,,,
203192,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mimosa,,Mimosa diplotricha,diplotricha,,,,,C. Wright ex Sauvalle,,美洲含羞草;巴西含羞草,1,0,0,,,,
203193,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mimosa,,Mimosa pigra,pigra,,,,,L.,,刺軸含羞草,1,0,0,,,LC,
203194,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mimosa,,Mimosa pudica,pudica,,,,,L.,,含羞草,1,0,0,,,LC,
442720,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Ericales,杜鵑花目,Sapotaceae,山欖科,Mimusops,,Mimusops elengi,elengi,,,,,L.,,牛油果,1,0,1,,,LC,
418090,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Nyctaginaceae,紫茉莉科,Mirabilis,,Mirabilis jalapa,jalapa,,,,,L.,,紫茉莉,1,0,0,,,,
442548,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Nyctaginaceae,紫茉莉科,Mirabilis,,Mirabilis longiflora,longiflora,,,,,L.,,長花紫茉莉,1,0,1,,,,
442165,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mirbelia,,Mirbelia glandiflora,glandiflora,,,,,Ait. ex Hook.,,腺毛花米爾貝利豆,1,0,1,,,,
441993,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Miscanthus,,Miscanthus gigantheus,gigantheus,,,,,J.M.Greef &amp; Deuter,,巨芒,1,0,1,,,,
429244,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Gentianales,龍膽目,Rubiaceae,茜草科,Mitracarpus,,Mitracarpus hirtus,hirtus,,,,,(L.) DC.,,蓋裂果,1,0,0,,,,
417731,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malvales,錦葵目,Malvaceae,錦葵科,Modiola,,Modiola caroliniana,caroliniana,,,,,(L.) G. Don,,刺果錦葵,1,0,0,,,,
442494,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Caryophyllaceae,石竹科,Moehringia,,Moehringia lateriflora,lateriflora,,,,,(L.) Fenzl,,種阜草,1,0,1,,,,
202734,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Molluginaceae,粟米草科,Mollugo,,Mollugo verticillata,verticillata,,,,,L.,,光葉粟米草;光葉栗米草,1,0,0,,,,
204972,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Cucurbitales,瓜目,Cucurbitaceae,葫蘆科,Momordica,,Momordica charantia,charantia,,,,,L.,,苦瓜,1,0,0,,,,
418080,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Cucurbitales,瓜目,Cucurbitaceae,葫蘆科,Momordica,,Momordica charantia abbreviata,charantia,var.,abbreviata,,,L.,Ser.,短角苦瓜;山苦瓜;短果苦瓜,1,0,0,,,,
418272,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Monstera,,Monstera deliciosa,deliciosa,,,,,Liebm.,,龜背芋,1,0,1,,,,
441571,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Monstera,,Monstera friedrichsthalii,friedrichsthalii,,,,,Schott,,多孔龜背芋,1,0,1,,,,
441572,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Monstera,,Monstera punctulata,punctulata,,,,,Schott ex Engl.,,星點龜背芋,1,0,1,,,,
441573,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Alismatales,澤瀉目,Araceae,天南星科,Monstera,,Monstera standleyana,standleyana,,,,,Bunting,,翼葉龜背芋,1,0,1,,,,
425349,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Asparagales,天門冬目,Iridaceae,鳶尾科,Moraea,,Moraea iridioides,iridioides,,,,,L.,,肖鳶尾;非洲鳶尾,1,0,0,,,,
443031,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Dipsacales,川續斷目,Caprifoliaceae,忍冬科,Morina,,Morina nepalensis,nepalensis,,,,,D.Don,,刺參;刺續斷,1,0,1,,,,
442467,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Brassicales,十字花目,Moringaceae,辣木科,Moringa,,Moringa oleifera,oleifera,,,,,Lam.,,辣木,1,0,1,,,LC,
432462,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Rosales,薔薇目,Moraceae,桑科,Morus,,Morus alba,alba,,,,,L.,,桑;家桑;黃桑;白桑,1,0,0,,,,
442218,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Rosales,薔薇目,Moraceae,桑科,Morus,,Morus multicaulis,multicaulis,,,,,Perr.,,魯桑,1,0,1,,,,
417702,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mucuna,,Mucuna pruriens pruriens,pruriens,var.,pruriens,,,(L.)DC.,,白花黎豆,1,0,0,,,,
203198,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Fabales,豆目,Fabaceae,豆科,Mucuna,,Mucuna pruriens utilis,pruriens,var.,utilis,,,(L.) DC.,(Wall. ex Wight) Baker ex Burck,虎爪豆;茸毛藜豆;黎豆;富貴豆,1,0,0,,,,
418351,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Caryophyllales,石竹目,Polygonaceae,蓼科,Muehlenbeckia,,Muehlenbeckia platyclada,platyclada,,,,,(F.J. Müll.) Meisn.,,竹節蓼,1,0,1,,,,
443053,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Poales,禾本目,Poaceae,禾本科,Muhlenbergia,,Muhlenbergia capillaris,capillaris,,,,,(Lam.) Trin.,,粉黛亂子草,1,0,1,,,,
203720,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Malvales,錦葵目,Muntingiaceae,文定果科,Muntingia,,Muntingia calabura,calabura,,,,,L.,,西印度櫻桃;昔來薩樹,1,0,0,,,,
418391,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Musaceae,芭蕉科,Musa,,Musa acuminata,acuminata,,,,,L.A. Colla.,,香蕉;尖蕉,1,0,1,,,LC,
427626,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Musaceae,芭蕉科,Musa,,Musa balbisiana,balbisiana,,,,,Colla,,拔蕉,1,0,0,,,LC,
433397,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Musaceae,芭蕉科,Musa,,Musa cavendishii,cavendishii,,,,,Lamb. ex Paxton,,香牙蕉,1,0,1,,,,
441926,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Musaceae,芭蕉科,Musa,,Musa chiliocarpa,chiliocarpa,,,,,Backer ex K.Heyne,,千層蕉,1,0,1,,,,
441927,Plantae,植物界,Tracheophyta,維管束植物門,Magnoliopsida,木蘭綱,Zingiberales,薑目,Musaceae,芭蕉科,Musa,,Musa coccinea,coccinea,,,,,Ander.,,紅蕉,1,0,1,,,EN,
